,total_money,avg_money,standard_extra1_critical_standard,standard_extra1_witness_included_standard,skeptic_standard_standard_standard,skeptic_standard_witness_included_standard,standard_standard_standard_standard,naive_extra1_standard_standard,naive_standard_critical_standard,skeptic_extra1_witness_included_standard,skeptic_standard_critical_standard,standard_standard_critical_standard,standard_standard_witness_included_standard,naive_extra1_witness_included_standard,skeptic_extra1_critical_standard,naive_standard_witness_included_standard,naive_extra1_critical_standard,standard_extra1_standard_standard,skeptic_extra1_standard_standard
0,5255.19,105.1,110.98,100.07,111.2,114.75,93.17,99.98,98.56,94.23,98.06,101.67,93.67,130.21,116.52,117.27,115.76,77.97,111.31
